Fecha y Hora,Texto,Accuracy
2023-11-29 13:04:27,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 8, 'model__estimator__degree': 3, 'model__estimator__kernel': 'poly', 'model__n_estimators': 100}",0.5520282186948854
2023-11-29 13:25:27,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: SVC / {'model__C': 10, 'model__kernel': 'rbf'}",0.5925925925925926
2023-11-29 13:34:16,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: SVC / {'model__C': 0.5, 'model__kernel': 'rbf'}",0.5767195767195767
2023-11-29 13:48:16,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: SVC / {'model__C': 0.05, 'model__kernel': 'linear'}",0.5873015873015873
2023-11-29 14:55:50,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: VotingClassifier / {'model__dt__min_samples_leaf': 1, 'model__dt__min_samples_split': 2, 'model__svm__C': 10, 'model__svm__kernel': 'rbf', 'model__voting': 'hard'}",0.5396825396825397
2023-11-29 15:58:53,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.599647266313933
2023-11-29 17:19:37,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 85}",0.5925925925925926
2023-11-29 18:35:03,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 82}",0.5943562610229277
2023-11-30 08:26:53,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6296296296296297
2023-11-30 08:39:20,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6313932980599647
2023-11-30 08:58:39,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6349206349206349
2023-11-30 09:13:16,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6225749559082893
2023-11-30 09:42:53,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6225749559082893
2023-11-30 09:55:59,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6313932980599647
2023-11-30 10:09:25,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6278659611992945
2023-11-30 10:32:03,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6172839506172839
2023-12-02 22:10:59,"normalize: minmax: MinMaxScaler var_thrs: VarianceThreshold add_features: FeatureUnion reducir_dimension: OptimalPCA: OptimalPCA model: BaggingClassifier / {'model__estimator__C': 10, 'model__estimator__kernel': 'rbf', 'model__n_estimators': 100}",0.6349206349206349
